Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,AvgMonthlySpend
8,0,40,3,703,13,16,6,5,1,1,55,34.74,0,0.8685
33,0,35,5,16440,247,12,84,2,2,1,25,804.915,0,22.997571428571426
14,0,38,5,7330,125,283,37,3,2,1,30,1430.2,0,37.636842105263156
10,0,40,2,4083,91,14,32,3,1,1,30,222.96,0,5.574
11,0,39,2,2030,53,50,24,4,1,1,45,177.075,0,4.540384615384615
14,0,40,2,3145,62,187,27,2,1,1,25,985.815,0,24.645375
12,0,31,3,1680,45,205,15,3,2,1,30,889.0,0,28.677419354838708
12,0,30,2,1933,48,42,72,5,1,1,55,92.715,0,3.0905
19,0,31,2,1065,34,22,11,3,1,1,30,131.96,0,4.256774193548387
8,0,30,2,1190,19,33,7,4,1,1,45,112.725,0,3.7575
18,0,29,2,1590,41,31,17,2,1,1,25,212.895,0,7.341206896551724
10,0,29,2,3590,70,20,27,3,1,1,30,226.4,0,7.806896551724138
10,0,22,2,2060,35,40,18,3,1,1,30,243.8,0,11.081818181818182
24,0,21,3,6758,150,97,46,2,2,1,25,747.36,0,35.58857142857143
20,0,19,2,9298,180,85,44,5,1,1,55,269.67,0,14.193157894736842
16,0,20,5,3218,54,43,23,3,2,1,30,302.88,0,15.144
10,0,13,3,4755,49,227,14,3,1,1,30,1100.16,0,84.62769230769231
11,1,13,3,1853,28,12,11,3,1,1,30,123.24,1,9.48
10,0,38,1,4615,74,7,17,3,1,1,30,215.56,0,5.672631578947368
5,0,39,0,563,8,9,4,3,1,2,30,58.84,0,1.5087179487179487
12,0,37,1,2698,63,361,24,3,1,1,30,1554.44,0,42.01189189189189
12,0,38,1,4443,69,7,35,1,1,1,15,286.66,0,7.543684210526316
5,0,38,1,2638,61,7,33,2,1,1,25,152.955,0,4.025131578947369
13,0,38,1,4020,85,34,28,3,1,1,30,300.2,0,7.8999999999999995
6,0,38,1,2605,42,287,18,3,1,1,30,1253.88,0,32.99684210526316
15,0,37,2,9360,124,146,43,3,1,1,30,963.36,0,26.036756756756755
9,0,38,1,14018,172,7,44,3,1,1,30,595.6,0,15.673684210526316
9,0,38,1,4760,86,7,25,3,1,1,30,221.84,0,5.837894736842105
8,0,38,1,6163,98,9,12,3,1,1,30,286.44,0,7.537894736842105
11,0,38,0,2483,57,10,17,3,1,2,30,141.6,0,3.7263157894736842
27,0,38,3,15385,228,56,32,3,1,1,30,848.52,0,22.329473684210527
6,0,38,1,3340,30,485,8,3,1,1,30,2074.8,0,54.6
11,0,37,1,15730,185,152,30,2,1,1,25,1400.175,0,37.84256756756756
5,0,37,1,6745,89,188,26,3,1,1,30,1025.36,0,27.71243243243243
5,0,37,0,1120,17,7,11,2,1,2,25,82.665,0,2.2341891891891894
5,0,38,0,955,17,15,8,3,1,2,30,98.88,0,2.6021052631578945
5,0,37,0,305,6,7,2,2,1,2,25,45.495,1,1.2295945945945945
5,0,37,1,7753,130,386,43,3,1,1,30,1859.32,0,50.25189189189189
9,0,37,1,11710,157,13,47,4,1,1,45,329.175,0,8.896621621621621
10,0,37,1,6963,78,110,37,2,1,1,25,811.845,0,21.941756756756757
25,1,33,0,1200,50,18,17,3,1,2,30,122.0,1,3.696969696969697
23,0,36,8,10680,96,7,42,5,1,1,55,172.14,0,4.781666666666666
15,0,36,1,6063,101,28,24,2,1,1,25,403.38,0,11.205
5,0,34,1,3085,25,7,14,3,1,1,30,152.4,0,4.482352941176471
11,0,35,0,3235,44,11,16,3,1,2,30,175.16,1,5.0045714285714284
11,1,36,0,2513,47,36,31,3,1,2,30,246.4,1,6.844444444444445
5,0,36,0,305,6,7,2,3,1,2,30,40.44,1,1.1233333333333333
5,0,36,1,1913,28,7,6,4,1,1,45,66.025,0,1.834027777777778
5,0,33,1,7030,100,16,22,5,1,1,55,130.95,0,3.968181818181818
5,0,36,0,873,10,11,4,4,1,2,45,49.575,1,1.3770833333333334
5,0,36,1,305,6,7,2,5,1,1,55,15.165,0,0.42124999999999996
27,0,31,3,16320,241,7,80,2,1,1,25,776.745,0,25.056290322580644
8,0,34,3,7210,119,273,33,2,2,1,25,1558.305,0,45.8325
5,0,36,1,3963,85,7,28,3,1,1,30,189.92,0,5.275555555555555
5,0,35,0,1910,47,40,20,3,1,2,30,238.28,0,6.808
8,0,36,1,3025,56,177,23,2,1,1,25,935.145,0,25.97625
6,0,27,1,1560,39,195,11,2,2,1,25,949.455,0,35.165
6,0,26,1,1813,42,32,68,4,1,1,45,126.375,0,4.860576923076923
13,0,27,0,945,28,12,7,3,1,2,30,86.92,0,3.2192592592592595
5,0,26,0,1070,13,23,3,4,1,2,45,84.575,0,3.2528846153846156
12,0,25,1,1470,35,21,13,2,1,1,25,162.225,0,6.489
5,0,25,1,3470,64,10,23,3,1,1,30,181.36,0,7.2544
5,0,18,1,1940,29,30,14,2,1,1,25,223.605,0,12.4225
18,0,17,1,6638,144,87,42,2,2,1,25,696.69,0,40.981764705882355
14,0,15,1,9178,174,75,40,5,1,1,55,252.78,0,16.852
10,0,16,3,3098,48,33,19,3,1,1,30,257.84,0,16.115
5,0,9,1,4635,43,217,10,3,1,1,30,1055.12,0,117.23555555555555
5,1,9,1,1733,22,7,7,3,1,1,30,98.2,1,10.911111111111111
14,0,44,2,4755,79,22,23,3,1,1,30,281.36,0,6.3945454545454545
6,0,45,0,703,13,24,10,3,1,2,30,124.64,0,2.7697777777777777
16,0,43,2,2838,68,376,30,3,1,1,30,1620.24,0,37.68
16,0,44,2,4583,74,18,41,1,1,1,15,355.135,0,8.07125
9,0,44,2,2778,66,19,39,2,1,1,25,213.48,0,4.851818181818182
17,0,44,3,4160,90,49,34,3,1,1,30,366.0,0,8.318181818181818
10,0,44,2,2745,47,302,24,4,1,1,45,824.8,0,18.745454545454546
19,0,43,4,9500,129,161,49,3,1,1,30,1029.16,0,23.933953488372094
13,0,44,2,14158,177,17,50,3,1,1,30,641.4,0,14.577272727272726
13,0,44,3,4900,91,19,31,3,1,1,30,275.64,0,6.264545454545455
12,0,44,2,6303,103,24,18,3,1,1,30,352.24,0,8.005454545454546
15,1,44,0,2623,62,25,23,3,1,2,30,207.4,0,4.713636363636364
31,0,44,5,15525,233,71,38,3,1,1,30,914.32,0,20.78
10,0,44,3,3480,35,500,14,4,1,1,45,1337.875,0,30.40625
15,0,43,2,15870,190,167,36,2,1,1,25,1474.2,0,34.28372093023256
9,0,43,3,6885,94,203,32,3,1,1,30,1091.16,0,25.375813953488375
6,0,43,0,1260,22,17,17,2,1,2,25,134.19,0,3.120697674418605
8,0,44,0,1095,22,30,14,3,1,2,30,164.68,0,3.7427272727272727
6,0,43,0,385,8,17,6,2,1,2,25,94.185,1,2.1903488372093025
9,0,43,2,7893,135,401,49,3,1,1,30,1925.12,0,44.77023255813953
13,0,43,3,11850,162,28,53,4,1,1,45,370.3,0,8.611627906976745
14,0,43,3,7103,83,125,43,2,1,1,25,885.87,0,20.601627906976745
29,1,39,0,1340,55,33,23,3,1,2,30,187.8,1,4.815384615384616
27,0,42,10,10820,101,18,48,5,1,1,55,190.815,0,4.543214285714286
19,0,42,3,6203,106,43,30,3,1,1,30,424.36,0,10.103809523809524
7,0,40,2,3225,30,17,20,3,1,1,30,198.2,0,4.955
15,1,41,0,3375,49,26,22,3,1,2,30,240.96,1,5.877073170731707
15,1,42,0,2653,52,51,37,4,1,2,45,195.125,1,4.645833333333333
6,0,42,0,518,10,17,8,3,1,2,30,89.12,1,2.121904761904762
7,0,42,2,2053,33,17,12,4,1,1,45,94.65,0,2.2535714285714286
9,0,39,3,7170,105,31,28,5,1,1,55,155.625,0,3.9903846153846154
6,1,42,0,1013,15,26,10,4,1,2,45,90.7,1,2.1595238095238094
6,0,42,3,723,12,21,8,5,1,1,55,42.525,0,1.0125
31,0,37,5,16460,246,17,86,2,1,1,25,828.27,0,22.385675675675675
12,0,40,5,7350,124,288,39,3,2,1,30,1450.96,0,36.274
8,0,42,2,4103,90,19,34,3,1,1,30,243.72,0,5.8028571428571425
9,1,41,0,2050,52,55,26,4,1,2,45,190.05,0,4.635365853658537
12,0,42,2,3165,61,192,29,2,1,1,25,1009.17,0,24.02785714285714
10,0,33,3,1700,44,210,17,3,2,1,30,909.76,0,27.568484848484847
10,0,32,2,1953,47,47,74,5,1,1,55,100.5,0,3.140625
17,0,33,0,1085,33,27,13,3,1,2,30,152.72,0,4.627878787878788
6,0,32,0,1210,18,38,9,4,1,2,45,125.7,0,3.928125
16,0,31,2,1610,40,36,19,2,1,1,25,236.25,0,7.620967741935484
8,0,31,2,3610,69,25,29,3,1,1,30,247.16,0,7.972903225806451
8,0,24,2,2080,34,45,20,3,1,1,30,264.56,0,11.023333333333333
22,0,23,3,6778,149,102,48,2,2,1,25,770.715,0,33.50934782608696
18,0,21,2,9318,179,90,46,5,1,1,55,277.455,0,13.212142857142856
14,0,22,5,3238,53,48,25,3,2,1,30,323.64,0,14.710909090909091
8,0,15,3,4775,48,232,16,3,1,1,30,1120.92,0,74.72800000000001
9,1,15,3,1873,27,17,13,3,1,1,30,144.0,1,9.6
12,0,36,1,4595,75,7,15,3,1,1,30,214.8,0,5.966666666666667
5,0,37,0,305,6,7,2,3,1,2,30,40.44,0,1.092972972972973
14,0,35,1,2678,64,356,22,3,1,1,30,1533.68,0,43.819428571428574
14,0,36,1,4423,70,7,33,2,1,1,25,233.685,0,6.49125
7,0,36,1,2618,62,7,31,2,1,1,25,152.1,0,4.225
15,0,36,1,4000,86,29,26,3,1,1,30,279.44,0,7.762222222222222
8,0,36,1,2585,43,282,16,3,1,1,30,1233.12,0,34.25333333333333
17,0,35,2,9340,125,141,41,3,1,1,30,942.6,0,26.931428571428572
11,0,36,1,13998,173,7,42,3,1,1,30,594.84,0,16.523333333333333
11,0,36,1,4740,87,7,23,3,1,1,30,221.08,0,6.141111111111112
10,0,36,1,6143,99,7,10,3,1,1,30,277.68,0,7.713333333333334
13,0,36,0,2463,58,7,15,3,1,2,30,128.84,0,3.578888888888889
29,0,36,3,15365,229,51,30,3,1,1,30,827.76,0,22.993333333333332
8,0,36,1,3320,31,480,6,3,1,1,30,2054.04,0,57.056666666666665
13,0,35,1,15710,186,147,28,2,1,1,25,1376.82,0,39.337714285714284
7,0,35,1,6725,90,183,24,3,1,1,30,1004.6,0,28.702857142857145
5,0,35,0,1100,18,7,9,2,1,2,25,81.81,0,2.3374285714285716
6,0,36,0,935,18,10,6,3,1,2,30,78.12,0,2.17
5,0,35,0,305,6,7,2,2,1,2,25,45.495,1,1.2998571428571428
7,0,35,1,7733,131,381,41,3,1,1,30,1838.56,0,52.53028571428571
11,0,35,1,11690,158,8,45,4,1,1,45,316.2,0,9.034285714285714
12,0,35,1,6943,79,105,35,2,1,1,25,788.49,0,22.528285714285715
27,1,31,0,1180,51,13,15,3,1,2,30,101.24,1,3.265806451612903
25,0,34,8,10660,97,7,40,5,1,1,55,171.855,0,5.054558823529412
17,0,34,1,6043,102,23,22,2,1,1,25,380.025,0,11.17720588235294
5,0,32,1,3065,26,7,12,3,1,1,30,151.64,0,4.73875
13,1,33,0,3215,45,7,14,3,1,2,30,158.4,1,4.8
13,1,34,0,2493,48,31,29,3,1,2,30,225.64,1,6.6364705882352935
5,0,34,0,305,6,7,2,3,1,2,30,40.44,1,1.1894117647058824
5,0,34,1,1893,29,7,4,4,1,1,45,65.55,0,1.927941176470588
7,0,31,1,7010,101,11,20,5,1,1,55,123.165,0,3.9730645161290323
5,0,34,0,305,6,7,2,4,1,2,45,25.275,1,0.7433823529411764
5,0,34,1,305,6,7,2,5,1,1,55,15.165,0,0.44602941176470584
29,0,29,3,16300,242,7,78,2,1,1,25,775.89,0,26.754827586206897
10,0,32,3,7190,120,268,31,3,2,1,30,1364.4,0,42.6375
6,0,34,1,3943,86,7,26,3,1,1,30,189.16,0,5.563529411764706
7,0,33,0,1890,48,35,18,3,1,2,30,217.52,0,6.591515151515152
10,0,34,1,3005,57,172,21,2,1,1,25,911.79,0,26.81735294117647
8,0,25,1,1540,40,190,9,3,2,1,30,823.2,0,32.928000000000004
8,0,24,1,1793,43,27,66,4,1,1,45,113.4,0,4.7250000000000005
15,0,25,0,925,29,7,5,3,1,2,30,66.16,0,2.6464
5,0,24,0,305,6,18,2,4,1,2,45,52.775,0,2.198958333333333
14,0,23,1,1450,36,16,11,2,1,1,25,138.87,0,6.037826086956522
6,0,23,1,3450,65,7,21,3,1,1,30,168.6,0,7.3304347826086955
6,0,16,1,1920,30,25,12,2,1,1,25,200.25,0,12.515625
20,0,15,1,6618,145,82,40,2,2,1,25,673.335,0,44.889
16,0,13,1,9158,175,70,38,5,1,1,55,244.995,0,18.845769230769232
12,0,14,3,3078,49,28,17,3,1,1,30,237.08,0,16.934285714285714
6,0,7,1,4615,44,212,8,3,1,1,30,1034.36,0,147.76571428571427
7,1,7,1,1713,23,7,5,3,1,1,30,97.44,1,13.92
18,0,46,2,4935,87,27,25,3,1,1,30,308.88,0,6.714782608695652
10,0,47,0,883,21,29,12,3,1,2,30,152.16,0,3.2374468085106383
20,0,45,2,3018,76,381,32,3,1,1,30,1647.76,0,36.61688888888889
20,0,46,2,4763,82,23,43,1,1,1,15,392.975,0,8.542934782608697
13,0,46,2,2958,74,24,41,2,1,1,25,244.44,0,5.31391304347826
21,0,46,3,4340,98,54,36,3,1,1,30,393.52,0,8.554782608695652
14,0,46,2,2925,55,307,26,4,1,1,45,842.0,0,18.304347826086957
23,0,45,4,9680,137,166,51,3,1,1,30,1056.68,0,23.48177777777778
17,0,46,2,14338,185,22,52,3,1,1,30,668.92,0,14.541739130434781
17,0,46,3,5080,99,24,33,4,1,1,45,189.475,0,4.119021739130434
16,0,46,2,6483,111,29,20,3,1,1,30,379.76,0,8.255652173913044
19,0,46,0,2803,70,30,25,4,1,2,45,146.825,0,3.1918478260869563
35,0,46,5,15705,241,76,40,3,1,1,30,941.84,0,20.47478260869565
14,0,46,3,3660,43,505,16,4,1,1,45,1355.075,0,29.458152173913046
19,0,45,2,16050,198,172,38,2,1,1,25,1505.16,0,33.448
13,0,45,3,7065,102,208,34,4,1,1,45,699.175,0,15.537222222222221
10,0,45,0,1440,30,22,19,3,1,2,30,146.8,0,3.2622222222222224
12,0,46,0,1275,30,35,16,3,1,2,30,192.2,0,4.178260869565217
10,0,45,0,565,16,22,8,3,1,2,30,111.24,1,2.472
13,0,45,2,8073,143,406,51,3,1,1,30,1952.64,0,43.392
17,0,45,3,12030,170,33,55,4,1,1,45,387.5,0,8.61111111111111
18,0,45,3,7283,91,130,45,2,1,1,25,916.83,0,20.374000000000002
33,1,41,0,1520,63,38,25,3,1,2,30,215.32,1,5.251707317073171
31,0,44,10,11000,109,23,50,5,1,1,55,201.135,0,4.57125
23,0,44,3,6383,114,48,32,3,1,1,30,451.88,0,10.27
11,0,42,2,3405,38,22,22,4,1,1,45,141.075,0,3.3589285714285713
19,1,43,0,3555,57,31,24,3,1,2,30,268.48,1,6.243720930232558
19,1,44,0,2833,60,56,39,4,1,2,45,212.325,1,4.8255681818181815
10,0,44,0,698,18,22,10,3,1,2,30,116.64,1,2.650909090909091
11,0,44,2,2233,41,22,14,4,1,1,45,111.85,0,2.5420454545454545
13,0,41,3,7350,113,36,30,5,1,1,55,165.945,0,4.047439024390243
10,1,44,0,1193,23,31,12,4,1,2,45,107.9,1,2.4522727272727276
10,0,44,3,903,20,26,10,5,1,1,55,52.845,0,1.2010227272727272
35,0,39,5,16640,254,22,88,2,2,1,25,859.23,0,22.031538461538464
16,1,42,5,7530,132,293,41,3,2,1,30,1478.48,0,35.201904761904764
12,0,44,2,4283,98,24,36,3,1,1,30,271.24,0,6.164545454545455
13,0,43,0,2230,60,60,28,4,1,2,45,207.25,0,4.819767441860465
16,0,44,2,3345,69,197,31,2,1,1,25,1040.13,0,23.639318181818183
14,0,35,3,1880,52,215,19,3,2,1,30,937.28,0,26.77942857142857
14,0,34,2,2133,55,52,76,5,1,1,55,110.82,0,3.2594117647058822
21,0,35,0,1265,41,32,15,3,1,2,30,180.24,0,5.149714285714286
10,0,34,0,1390,26,43,11,4,1,2,45,142.9,0,4.202941176470588
20,0,33,2,1790,48,41,21,2,1,1,25,267.21,0,8.097272727272726
12,0,33,2,3790,77,30,31,4,1,1,45,171.675,0,5.202272727272728
12,0,26,2,2260,42,50,22,3,1,1,30,292.08,0,11.233846153846153
26,0,25,3,6958,157,107,50,2,2,1,25,801.675,0,32.067
22,0,23,2,9498,187,95,48,5,1,1,55,287.775,0,12.51195652173913
18,0,24,5,3418,61,53,27,4,2,1,45,219.475,0,9.144791666666666
12,0,17,3,4955,56,237,18,3,1,1,30,1148.44,0,67.55529411764707
13,0,17,3,2053,35,22,15,3,1,1,30,171.52,1,10.089411764705883
8,0,34,1,4415,67,7,13,3,1,1,30,207.28,0,6.096470588235294
5,0,35,0,305,6,7,2,2,1,2,25,45.495,0,1.2998571428571428
10,0,33,1,2498,56,351,20,3,1,1,30,1506.16,0,45.64121212121212
10,0,34,1,4243,62,7,31,2,1,1,25,225.225,0,6.624264705882353
5,0,34,1,2438,54,7,29,1,1,1,15,175.56,0,5.163529411764706
11,0,34,1,3820,78,24,24,3,1,1,30,251.92,0,7.409411764705882
5,0,34,1,2405,35,277,14,3,1,1,30,1205.6,0,35.45882352941176
13,0,33,2,9160,117,136,39,3,1,1,30,915.08,0,27.72969696969697
7,0,34,1,13818,165,7,40,3,1,1,30,587.32,0,17.274117647058826
7,0,34,1,4560,79,7,21,3,1,1,30,213.56,0,6.281176470588235
6,0,34,1,5963,91,7,8,3,1,1,30,270.16,0,7.945882352941177
9,0,34,0,2283,50,7,13,3,1,2,30,121.32,0,3.5682352941176467
25,0,34,3,15185,221,46,28,3,1,1,30,800.24,0,23.536470588235293
5,0,34,1,3140,23,475,4,3,1,1,30,2026.52,0,59.603529411764704
9,0,33,1,15530,178,142,26,2,1,1,25,1345.86,0,40.78363636363636
5,0,33,1,6545,82,178,22,3,1,1,30,977.08,0,29.60848484848485
5,0,33,0,920,10,7,7,2,1,2,25,73.35,0,2.2227272727272727
5,0,34,0,755,10,7,4,3,1,2,30,58.6,0,1.723529411764706
5,0,33,0,305,6,7,2,2,1,2,25,45.495,1,1.3786363636363637
5,0,33,1,7553,123,376,39,2,1,1,25,2037.42,0,61.74
7,0,33,1,11510,150,7,43,4,1,1,45,309.0,0,9.363636363636363
8,0,33,1,6763,71,100,33,2,1,1,25,757.53,0,22.955454545454543
23,0,29,0,1000,43,8,13,2,1,2,25,82.935,1,2.8598275862068965
21,0,32,8,10480,89,7,38,5,1,1,55,169.035,0,5.28234375
13,0,32,1,5863,94,18,20,2,1,1,25,349.065,1,10.90828125
5,0,30,1,2885,18,7,10,3,1,1,30,144.12,0,4.804
9,0,31,0,3035,37,7,12,3,1,2,30,150.88,1,4.8670967741935485
9,1,32,0,2313,40,26,27,3,1,2,30,198.12,1,6.19125
5,0,32,0,305,6,7,2,3,1,2,30,40.44,1,1.26375
5,0,32,1,305,6,7,2,3,1,1,30,40.44,0,1.26375
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,0,3.9429310344827586
5,0,32,0,305,6,7,2,4,1,2,45,25.275,1,0.78984375
5,0,32,1,305,6,7,2,5,1,1,55,15.165,1,0.47390625
25,0,27,3,16120,234,7,76,2,1,1,25,767.43,0,28.423333333333332
6,0,30,3,7010,112,263,29,2,2,1,25,1503.99,0,50.133
5,0,32,1,3763,78,7,24,2,1,1,25,204.345,0,6.38578125
5,0,31,0,1710,40,30,16,3,1,2,30,190.0,0,6.129032258064516
6,0,32,1,2825,49,167,19,2,1,1,25,880.83,0,27.5259375
5,0,23,1,1360,32,185,7,2,2,1,25,895.14,0,38.91913043478261
5,0,22,1,1613,35,22,64,4,1,1,45,96.2,0,4.372727272727273
11,0,23,0,745,21,7,3,2,1,2,25,65.97,0,2.8682608695652174
5,0,22,0,305,6,13,2,4,1,2,45,40.275,0,1.830681818181818
10,0,21,1,1270,28,11,9,2,1,1,25,107.91,0,5.138571428571429
5,0,21,1,3270,57,7,19,3,1,1,30,161.08,0,7.670476190476191
5,0,14,1,1740,22,20,10,2,1,1,25,169.29,0,12.092142857142857
16,0,13,1,6438,137,77,38,2,2,1,25,642.375,0,49.41346153846154
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,0,35.55681818181818
8,0,12,3,2898,41,23,15,3,1,1,30,209.56,0,17.463333333333335
5,0,5,1,4435,36,207,6,3,1,1,30,1006.84,0,201.368
5,1,5,0,1533,15,7,3,3,1,1,30,89.92,1,17.984
15,0,43,1,4855,85,23,24,3,1,1,30,289.6,0,6.734883720930233
7,0,44,0,803,19,25,11,3,1,2,30,132.88,0,3.02
17,0,42,1,2938,74,377,31,3,1,1,30,1628.48,0,38.77333333333333
17,0,43,1,4683,80,19,42,1,1,1,15,366.465,0,8.522441860465115
10,0,43,1,2878,72,20,40,2,1,1,25,222.75,0,5.180232558139535
18,0,43,2,4260,96,50,35,3,1,1,30,374.24,0,8.703255813953488
11,0,43,1,2845,53,303,25,3,1,1,30,1327.92,0,30.88186046511628
20,0,42,3,9600,135,162,50,3,1,1,30,1037.4,0,24.700000000000003
14,0,43,1,14258,183,18,51,3,1,1,30,649.64,0,15.107906976744186
14,0,43,2,5000,97,20,32,3,1,1,30,283.88,0,6.601860465116279
13,0,43,1,6403,109,25,19,3,1,1,30,360.48,0,8.38325581395349
16,1,43,0,2723,68,26,24,3,1,2,30,215.64,0,5.014883720930232
32,0,43,4,15625,239,72,39,3,1,1,30,922.56,0,21.45488372093023
11,0,43,2,3580,41,501,15,3,1,1,30,2148.84,0,49.973023255813956
16,0,42,1,15970,196,168,37,2,1,1,25,1483.47,0,35.32071428571429
10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,0,26.176190476190477
7,0,42,0,1360,28,18,18,2,1,2,25,143.46,0,3.415714285714286
9,0,43,0,1195,28,31,15,3,1,2,30,172.92,0,4.021395348837209
7,0,42,0,485,14,18,7,2,1,2,25,103.455,1,2.463214285714286
10,0,42,1,7993,141,402,50,3,1,1,30,1933.36,0,46.03238095238095
14,0,42,2,11950,168,29,54,4,1,1,45,375.45,0,8.939285714285713
15,0,42,2,7203,89,126,44,2,1,1,25,895.14,0,21.312857142857144
30,0,38,0,1440,61,34,24,3,1,2,30,196.04,1,5.158947368421052
28,0,41,9,10920,107,19,49,5,2,1,55,193.905,0,4.729390243902439
20,0,41,2,6303,112,44,31,2,1,1,25,486.675,0,11.870121951219513
8,0,39,1,3325,36,18,21,3,1,1,30,206.44,0,5.293333333333333
16,1,40,0,3475,55,27,23,3,1,2,30,249.2,1,6.2299999999999995
16,1,41,0,2753,58,52,38,4,1,2,45,200.275,1,4.884756097560976
7,1,41,0,618,16,18,9,3,1,2,30,97.36,1,2.3746341463414633
8,0,41,1,2153,39,18,13,4,1,1,45,99.8,0,2.4341463414634146
10,0,38,2,7270,111,32,29,5,1,1,55,158.715,0,4.17671052631579
7,0,41,0,1113,21,27,11,4,1,2,45,95.85,1,2.3378048780487806
7,0,41,2,823,18,22,9,5,1,1,55,45.615,0,1.112560975609756
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,0,23.265
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,0,37.41538461538462
9,0,41,1,4203,96,20,35,3,1,1,30,251.96,0,6.145365853658537
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,0,7.808
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0,24.84
11,0,32,2,1800,50,211,18,3,2,1,30,918.0,0,28.6875
11,0,31,1,2053,53,48,75,5,1,1,55,103.59,0,3.3416129032258066
18,0,32,0,1185,39,28,14,3,1,2,30,160.96,0,5.03
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,0,4.220967741935484
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0,8.184000000000001
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,0,8.513333333333334
9,0,23,1,2180,40,46,21,3,1,1,30,272.8,0,11.860869565217392
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,0,35.453863636363636
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,0,14.02725
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0,15.803809523809523
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,0,80.65428571428572
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,1,10.874285714285715
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0,5.690810810810811
5,0,38,0,305,6,7,2,3,1,2,30,40.44,0,1.0642105263157895
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,0,42.373333333333335
13,0,37,1,4323,64,7,32,1,1,1,15,279.785,0,7.561756756756758
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0,3.9818918918918924
14,0,37,2,3900,80,28,25,3,1,1,30,271.2,0,7.3297297297297295
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0,33.104864864864865
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,0,25.954444444444444
10,0,37,1,13898,167,7,41,3,1,1,30,590.6,0,15.962162162162162
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0,5.860540540540541
9,0,37,1,6043,93,7,9,3,1,1,30,273.44,0,7.39027027027027
12,0,37,0,2363,52,7,14,3,1,2,30,124.6,0,3.3675675675675674
28,0,37,4,15265,223,50,29,3,2,1,30,819.52,0,22.14918918918919
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,55.29189189189189
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,0,37.9875
6,0,36,2,6625,84,182,23,3,1,1,30,996.36,0,27.676666666666666
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,0,2.14
5,0,37,0,835,12,9,5,3,1,2,30,69.88,0,1.8886486486486485
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1,1.26375
6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,0,50.84222222222222
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,0,8.640277777777778
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,0,21.645
26,1,32,0,1080,45,12,14,3,1,2,30,93.0,1,2.90625
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0,4.864714285714285
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1,10.593
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0,4.466666666666667
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,1,4.534117647058824
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1,3.882142857142857
5,1,35,0,305,6,7,2,3,1,2,30,40.44,1,1.1554285714285715
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,0,1.7971428571428572
6,0,32,2,6910,95,10,19,5,1,1,55,120.075,0,3.75234375
5,0,35,0,305,6,7,2,4,1,2,45,25.275,1,0.7221428571428571
5,0,35,1,305,6,7,2,5,1,1,55,15.165,0,0.4332857142857143
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,0,25.704
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,0,41.09575757575758
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0,5.283428571428571
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0,6.155294117647059
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0,25.786285714285714
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0,31.344615384615388
7,0,25,1,1693,37,26,65,5,1,1,55,64.95,0,2.5980000000000003
14,0,26,0,825,23,7,4,3,1,2,30,61.92,0,2.3815384615384616
5,0,25,0,305,6,17,2,4,1,2,45,50.275,0,2.011
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0,5.3999999999999995
